orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	neighbor_dominant	conservation_dominant	drop_tractability	drop_neighbor
DvH	11569492	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711884	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427130	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569493	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427122	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569496	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427133	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711887	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569495	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569509	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711890	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569498	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711889	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569497	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427134	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711888	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
azobra	AZOBR_RS15105	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11427135	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427121	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427146	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711899	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569507	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427144	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711898	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
azobra	AZOBR_RS13745	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11711900	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
azobra	AZOBR_RS33200	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
azobra	AZOBR_RS13730	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11427143	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
azobra	AZOBR_RS13760	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
azobra	AZOBR_RS33205	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11569506	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569484	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427147	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711901	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
BFirm	BPHYT_RS36110	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11569505	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
Methanococcus_JJ	MMJJ_RS09395	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
Methanococcus_JJ	MMJJ_RS09270	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
azobra	AZOBR_RS13830	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11711897	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427152	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427145	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569508	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427110	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569473	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711865	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711866	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427136	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569499	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711891	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711864	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711863	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
azobra	AZOBR_RS29015	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11427104	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569467	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711859	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427105	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569468	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427111	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569474	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569469	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711861	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427107	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427112	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569475	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711867	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569471	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711870	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569478	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427115	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569470	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427137	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427138	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569501	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711893	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427141	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569504	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711896	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427142	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427139	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569502	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711894	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711895	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569514	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427151	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711892	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569500	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
Methanococcus_JJ	MMJJ_RS02520	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11711906	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427140	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569503	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711905	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569513	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
Methanococcus_JJ	MMJJ_RS02525	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11427103	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711855	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427101	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569466	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
WCS417	GFF1950	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
Dino	11772430	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504651	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11647014	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789412	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789407	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504653	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11647016	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789408	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504654	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11647017	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789409	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630037	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11647018	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789410	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504656	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11647019	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789411	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504657	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11647020	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504635	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11646998	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789390	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504636	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11646999	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630025	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772417	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487663	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789391	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504637	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11647000	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789392	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504638	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11647001	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789393	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504639	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487719	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772386	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487632	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11629995	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772387	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487633	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11629996	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772388	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630069	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11629997	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772389	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487635	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11629998	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772390	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487636	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772473	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11530893	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11673256	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11815648	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11530894	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487705	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630068	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772460	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487706	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11815649	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11530895	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11673258	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11646940	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11789332	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11504578	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Miya	11646941	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11815647	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630007	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772399	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487645	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630008	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772400	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487646	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630009	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772401	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Magneto	AMB_RS21640	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772470	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487716	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dyella79	N515DRAFT_4024	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630082	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772474	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487720	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630083	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11629994	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630011	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772403	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487649	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630012	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11629991	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772383	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Magneto	AMB_RS21610	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487634	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487629	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11629992	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772384	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487630	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11629993	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772385	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487631	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487717	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630080	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772472	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487718	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630081	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630072	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772464	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487710	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772392	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487638	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630001	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772393	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11815650	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
ANA3	11530896	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630079	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772471	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487639	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630002	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772394	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487640	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630003	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772395	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487641	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630004	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772396	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487642	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630005	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772397	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487643	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630006	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772398	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487644	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630055	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487688	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630051	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772443	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487689	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630052	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772444	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487690	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630010	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772402	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487648	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772445	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11487691	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11630054	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
Dino	11772446	7483	8915	8632.0	1432	0	0	False	False	8915	8915	8915	8915	8649	7483
